"","baseMean","log2FoldChange","lfcSE","pvalue","padj","significance"
"ENSDARG00000115824",153.295075409202,-11.9376756206879,3.2997856915292,2.69317139884277e-13,2.23237137395101e-10,"Significant"
"si:ch1073-340i21.3",707.263077383359,5.34108648768511,0.776204441856806,2.72938326138755e-13,2.23237137395101e-10,"Significant"
"cldna",2456.74247933078,3.41859983316597,0.495531919014162,2.91851618866789e-13,2.31246806136483e-10,"Significant"
"evpla",2226.31857180469,5.48813489463663,0.805502375094552,4.31953092126513e-13,3.29285272208571e-10,"Significant"
"wu:fi42e03",272.643840124095,7.43298862469676,1.082974464139,4.41557848751387e-13,3.29285272208571e-10,"Significant"
"smim24",115.865176891341,11.2652346911203,3.09761792988722,5.25220427955954e-13,3.80484684309235e-10,"Significant"
"ENSDARG00000115804",155.845048771132,-11.9442382535059,3.32020481741769,7.26008261978024e-13,5.11331652290356e-10,"Significant"
"si:ch73-181m17.1",895.926618223002,5.99863834287961,0.894706073536605,8.53003276156344e-13,5.84537785593084e-10,"Significant"
"chia.2",368.555524136663,5.72648487164983,0.861569141605993,1.28051624788267e-12,8.54407617501713e-10,"Significant"
"si:ch211-98n17.5",751.22778646566,5.52335628322575,0.832539825857347,1.44118171237475e-12,9.36952879929789e-10,"Significant"
"si:ch211-157c3.4",3832.91492738247,7.99800859004296,1.2222421474718,2.42327617447156e-12,1.53605418509316e-09,"Significant"
"gna14",802.143011556846,5.65600053403923,0.86457726510327,2.67028061442314e-12,1.65134060923655e-09,"Significant"
"fut9b.6",317.255116525234,6.58183565369708,1.00438260905902,2.84079709778275e-12,1.70858175368985e-09,"Significant"
"rgs13a",1078.93395274317,3.71591816831475,0.567077639202917,2.89761449058029e-12,1.70858175368985e-09,"Significant"
"si:ch211-153b23.5",5851.12679589717,4.23660436039826,0.653132062591908,4.11011725392466e-12,2.36845506757409e-09,"Significant"
"si:ch211-117l17.6",221.203317688715,7.46150299512987,1.14867315998253,4.72779637109961e-12,2.66385059976068e-09,"Significant"
"ptgdsb.1",32900.5655939296,4.35978817916666,0.680774898751787,7.11741550003061e-12,3.92308847833209e-09,"Significant"
"tmprss13b",218.998548783878,7.52718808234937,1.14731263582125,7.41798410247318e-12,4.0017656791108e-09,"Significant"
"pkp3a",3670.17470256448,4.00890189570121,0.629822962946325,9.56927757430216e-12,5.05477151867565e-09,"Significant"
"wnt9b",127.163322526446,11.3495446174839,3.17707267392239,1.24701998159683e-11,6.45269217007911e-09,"Significant"
"anxa1c",726.252333723849,4.98040783984614,0.789490535019267,1.30040307100451e-11,6.59434397306386e-09,"Significant"
"cdaa",717.014477165298,3.17639211486745,0.502342524679436,1.32687177904136e-11,6.5966341093321e-09,"Significant"
"zgc:163079",5922.78117332447,7.37731001143597,1.18287486330447,1.71438161052764e-11,8.35925879517852e-09,"Significant"
"cldnf",739.03710699105,5.95649711533869,0.952774537410019,1.76105392225887e-11,8.42481550922144e-09,"Significant"
"hcls1",1410.6907008144,1.96043118794794,0.311876601034484,2.21797051639025e-11,1.04141930450138e-08,"Significant"
"zgc:171750",92.5870044421824,10.8512034125566,3.10190861043742,2.41407509945749e-11,1.1128886208499e-08,"Significant"
"si:ch211-146l10.8",371.484158705269,3.424780282285,0.551005490166543,2.65599186149674e-11,1.20254774371875e-08,"Significant"
"mpx",1321.0861073167,3.85603765691803,0.62344931865288,2.89742033924267e-11,1.28884373160522e-08,"Significant"
"si:ch73-359m17.9",403.49734182904,7.14551421526394,1.16045527102741,3.37541102188772e-11,1.47557838724075e-08,"Significant"
"krt5",37681.2262868155,6.35540584168553,1.03491261805316,3.53119394999984e-11,1.5175156373262e-08,"Significant"
"si:ch73-56d11.5",392.985425204655,7.03623181339054,1.14255883226748,3.69121731053374e-11,1.55984691514305e-08,"Significant"
"tcnbb",334.293872540542,3.40228638543463,0.552422095483927,3.75884412430604e-11,1.56238512740622e-08,"Significant"
"ccr9a",1261.24897748509,3.09794611568863,0.503220724664226,3.96676224173317e-11,1.6222138167604e-08,"Significant"
"aatf",1210.57198465857,2.7013262238241,0.438165461830139,4.11161153108521e-11,1.64735955802804e-08,"Significant"
"zp2.5",392.923623701159,4.20453868613951,0.686113777196178,4.15819411215912e-11,1.64735955802804e-08,"Significant"
"arrdc2",3098.87068204196,1.80465122906317,0.291757850120366,4.27423260401541e-11,1.66727950268939e-08,"Significant"
"si:ch211-155m12.1",804.280136099208,4.26369820665154,0.697335570515837,4.4661804367871e-11,1.70675844814199e-08,"Significant"
"zgc:153911",2951.64812996081,4.39273748953762,0.718234573813022,4.51006965196266e-11,1.70675844814199e-08,"Significant"
"xirp1",87.670908075644,8.11228852768706,1.24944684874269,5.20630328817308e-11,1.94126205693571e-08,"Significant"
"si:dkey-9i23.6",398.952787802615,7.34458126318686,1.2078503354602,5.56018996671073e-11,2.04316835660798e-08,"Significant"
"si:ch211-195b11.3",2911.23175292813,4.64265708319851,0.765641864019915,5.97267235387029e-11,2.16338725046259e-08,"Significant"
"camk2d1",958.017994661346,3.14496457230548,0.516257044819862,6.06644745617647e-11,2.16640528523034e-08,"Significant"
"adgrf6",1317.12165370435,4.45473540225603,0.738173923545069,7.26776471624901e-11,2.55936353306241e-08,"Significant"
"scpp7",168.68419833314,11.7299405965949,3.29983092089268,9.91597359602237e-11,3.44410288393352e-08,"Significant"
"wu:fk65c09",1726.23640502502,4.91256900266344,0.824630167175567,1.06795281258325e-10,3.6591815625741e-08,"Significant"
"si:dkey-16p19.8",29.8913911900553,0.0539196029320392,0.42880468685629,1.56449591345878e-10,5.2890391847663e-08,"Not Significant"
"muc13a",1000.39142434526,5.63566242618692,0.956843626338266,1.63299568595869e-10,5.37722150876399e-08,"Significant"
"zbed4l1",367.801028681976,-2.44210555797856,0.411691253664091,1.62372949787006e-10,5.37722150876399e-08,"Significant"
"slitrk6",304.106233583494,6.24345984099866,1.05961911754765,1.70820430721381e-10,5.55275900120591e-08,"Significant"
"ENSDARG00000103459",1665.53855621497,4.56974004140561,0.777577239715643,1.88675123494779e-10,6.05551614710142e-08,"Significant"
"si:ch211-181d7.2",557.8516162098,-3.78295662490369,0.647038014403907,2.12094224624583e-10,6.72206133169536e-08,"Significant"
"ENSDARG00000111289",92.5772134033332,-11.0162502155333,3.28183402221152,2.25777881948606e-10,7.06740518124309e-08,"Significant"
"si:ch211-217k17.12",1214.42850844481,4.39642670798205,0.754149023604047,2.50067305154738e-10,7.73226405146144e-08,"Significant"
"cyp7a1",472.553998488613,4.73578261197985,0.820826595577377,3.37145061070077e-10,1.02991723173877e-07,"Significant"
"si:dkey-241l7.5",98.0921560904779,5.50180725853809,0.959892524938062,4.56093465085845e-10,1.37669640562519e-07,"Significant"
"zgc:152652",219.275529850223,6.09096190763649,1.07076402264281,5.02985266884962e-10,1.5003754637492e-07,"Significant"
"gsnb",1689.24805950505,3.65029110386025,0.638853321666484,5.24845187590891e-10,1.54737787574035e-07,"Significant"
"il19l",96.9578524853597,10.8362433039026,3.18515053009907,5.40923755234948e-10,1.57645078321633e-07,"Significant"
"znf750",273.82080113441,5.39236207099294,0.949598274577561,5.85005623818152e-10,1.68554745362605e-07,"Significant"
"zc3h12b",26.0244481538483,0.0504262818954578,0.428154306617272,6.16515133253685e-10,1.75637541614013e-07,"Not Significant"
"si:ch211-232i5.1",136.606812896673,11.3568371432294,3.29090318610702,6.55301178002692e-10,1.84612904091758e-07,"Significant"
"si:dkey-241l7.3",75.362967004182,10.4527247087657,3.11786804670232,7.012266118714e-10,1.95380227956037e-07,"Significant"
"tmem176l.4",4716.39521994826,4.11339258576094,0.729553902098923,7.77675663874448e-10,2.14325722364528e-07,"Significant"
"c1ql1",1517.06124649899,1.64777716640644,0.287636536987525,7.86318057994542e-10,2.14377358714533e-07,"Significant"
"si:ch73-267f5.2p",95.5013041728959,10.8049983564059,3.19197294513275,8.17542221979262e-10,2.20518968492385e-07,"Significant"
"si:ch1073-340i21.1",6615.19387481962,3.61415002324962,0.644320885145355,1.00096793005291e-09,2.67153072278859e-07,"Significant"
"si:dkey-52p2.5",292.552514306884,7.10226944145654,1.2738347336239,1.08075566887091e-09,2.85443333168977e-07,"Significant"
"si:dkey-247k7.2",5329.47127262863,7.13968693853538,1.28944787364119,1.09811300123329e-09,2.87037681920309e-07,"Significant"
"rbp7a",421.894252715571,4.56513087757797,0.819383413281622,1.11891238760127e-09,2.89490036608472e-07,"Significant"
"ENSDARG00000113639",24.3581763446828,0.0487930533349297,0.427865448577839,1.27275961123243e-09,3.25967878210083e-07,"Not Significant"
"cldne",4858.4707397407,7.36472088135429,1.33906886866722,1.30057769168644e-09,3.29761473727096e-07,"Significant"
"upk3b",579.929197240025,3.99301219291563,0.723546234924658,1.56026497876977e-09,3.91688302343638e-07,"Significant"
"paqr5b",882.39520670193,4.63194632414653,0.843878917538456,1.73100815914654e-09,4.30291292893732e-07,"Significant"
"cxcl19",248.566594836588,5.65797478402988,1.0376741755122,2.14800104138646e-09,5.26776920822698e-07,"Significant"
"ENSDARG00000116251",23.2051589501745,0.0476000625127148,0.427660626964567,2.16070990990182e-09,5.26776920822698e-07,"Not Significant"
"galnt6",631.61952747258,2.90943715425809,0.531563784815742,2.28435538876168e-09,5.51617436971928e-07,"Significant"
"pdzk1",487.758876382558,4.56848003323341,0.840441319651151,2.35910710858028e-09,5.64293969226914e-07,"Significant"
"ENSDARG00000110230",71.850854806517,10.3302831843899,3.13782220840428,2.53458853918805e-09,6.00602732814141e-07,"Significant"
"si:ch211-191a16.5",261.12534833625,6.90736346400196,1.27663361307986,2.73224596568104e-09,6.41445337591136e-07,"Significant"
"clmnb",291.083699119903,3.70431266813593,0.692008428911067,3.96131600136378e-09,9.21460249675035e-07,"Significant"
"si:dkey-30j22.1",1804.68943898614,3.8751616872239,0.725486436942786,4.24250452059924e-09,9.77897291998125e-07,"Significant"
"esrp1",1109.86781093998,3.9682024237187,0.745326217924755,4.5893683216372e-09,1.04831922337938e-06,"Significant"
"ano9b",457.871798839157,3.72422895883309,0.700503420113901,4.85081206298819e-09,1.09814589158094e-06,"Significant"
"ENSDARG00000115253",21.2386200560919,0.0454627082502781,0.427306596083929,5.55433602631508e-09,1.24628486678955e-06,"Not Significant"
"lye",3924.27516484744,3.16658692389866,0.596085028992527,5.8025419871094e-09,1.29055659722069e-06,"Significant"
"hrc",440.684874609876,4.14928856967686,0.788146157956876,6.16032062706298e-09,1.35821677825376e-06,"Significant"
"ier2b",2094.55352671193,2.84915360310172,0.538797897290507,6.3308155663652e-09,1.38377438521715e-06,"Significant"
"zgc:86896",1582.28910341306,3.33991716768665,0.633362944526077,6.69127420202842e-09,1.45006202899513e-06,"Significant"
"ENSDARG00000030778",619.72964600428,4.570562155882,0.872750170805972,6.81330616292628e-09,1.4639947267881e-06,"Significant"
"si:ch211-69b7.6",828.702278103942,3.97831583709767,0.758622743304252,7.01448447775257e-09,1.494556755743e-06,"Significant"
"dzip1l",2765.90083135027,-1.69112934548764,0.318492009706794,7.91187741490174e-09,1.67171376545695e-06,"Significant"
"fabp2",229.875818052342,5.37146776567811,1.03151479172013,8.16510778672050e-09,1.71096122258098e-06,"Significant"
"si:dkey-106l3.7",190.044984109972,4.67380418090252,0.902401810624446,9.63082038792901e-09,2.0015528765241e-06,"Significant"
"itgb3a",178.68509380865,5.20346963377057,1.00620944857662,1.00795528002913e-08,2.07778098578362e-06,"Significant"
"si:dkeyp-11e3.1",245.816485478389,4.47165764204899,0.891290201186973,1.02310276465352e-08,2.09199762885403e-06,"Significant"
"si:ch73-196i15.3",1572.47899651037,3.17642386783268,0.61124283486394,1.03972661309076e-08,2.10898146199329e-06,"Significant"
"zgc:113625",592.695298284528,4.84101471403342,0.939015687108023,1.06730982111927e-08,2.14774924718088e-06,"Significant"
"si:dkey-248g15.3",1310.01527037133,7.37624988681393,1.44748893237321,1.08715999500753e-08,2.17046784830047e-06,"Significant"
"elovl6l",613.606512348805,4.27390098815817,0.831139441948883,1.12303889394991e-08,2.22458212157032e-06,"Significant"
"oxgr1a.1",571.93773691268,13.3721223944397,3.82464207897822,1.14242417740359e-08,2.22816653985139e-06,"Significant"
"si:dkeyp-98a7.4",58.7874767372897,9.97852925288181,3.12148358195187,1.1343840976988e-08,2.22816653985139e-06,"Significant"
"arhgdig",6528.11706780532,2.51287116746217,0.485623344756658,1.35740290035752e-08,2.62724813271488e-06,"Significant"
"poln",3362.76920549808,-1.75689498558283,0.337465591227395,1.41679093386761e-08,2.72141925213737e-06,"Significant"
"nek10",1221.38919179774,-1.86720370273493,0.360026415735898,1.44170593285087e-08,2.74845518251382e-06,"Significant"
"arrdc3b",4545.0341860473,2.32305200448852,0.450477013660625,1.56749400858052e-08,2.96103287622887e-06,"Significant"
"camkvb",1904.99775752495,-1.54465467275267,0.297035244098543,1.57657045273475e-08,2.96103287622887e-06,"Significant"
"si:ch211-106j21.2",140.354925019548,7.25637655207293,1.41746310160318,1.73688935394903e-08,3.23814923304247e-06,"Significant"
"plcd1a",3144.05164764599,3.90366804682665,0.770660128053252,1.79403222272819e-08,3.32026912461848e-06,"Significant"
"si:dkey-11f4.14",169.358908263698,4.14849456771515,0.820134920831649,1.89070900253535e-08,3.47383527241187e-06,"Significant"
"si:ch211-95j8.3",132.871080497061,4.61302658315521,0.916561375306178,1.96384777018852e-08,3.58225613044101e-06,"Significant"
"anxa1b",2995.32553526,3.99421846463323,0.79342727703206,2.13877588574286e-08,3.87347589878645e-06,"Significant"
"si:dkey-229d11.5",373.083477213873,3.06341602113472,0.607953805389286,2.27716242519347e-08,4.09485484331777e-06,"Significant"
"si:dkey-84h14.2",136.07769346166,6.98915135040145,1.38685443403181,2.30838472221563e-08,4.12176722758995e-06,"Significant"
"sult2st3",2322.81457192362,3.3275353896689,0.666072978257307,2.76635020736352e-08,4.90495171382532e-06,"Significant"
"ENSDARG00000109979",55.0493767394645,9.83784414199278,3.13370056985931,2.93128359610555e-08,5.12570314339698e-06,"Significant"
"epdl2",321.111818156963,4.23391844270842,0.855279603108253,2.92044498778605e-08,5.12570314339698e-06,"Significant"
"si:ch211-226h7.5",1561.88021157089,7.49263294128201,1.53398335416436,2.99646782058203e-08,5.16839738713315e-06,"Significant"
"tfap2c",1214.84332919794,2.80681134948068,0.56143842596255,2.98116168788248e-08,5.16839738713315e-06,"Significant"
"chia.1",566.007376741193,4.85426461143323,0.988616228469702,3.54372269234033e-08,6.07101951785738e-06,"Significant"
"si:ch211-12h2.8",75.8004050882237,6.0920178459297,1.21843977652178,3.65339450788304e-08,6.21690051995802e-06,"Significant"
"arg2",2459.54500185719,1.8100912788492,0.360705421128846,3.68192114108675e-08,6.22367403548363e-06,"Significant"
"ttc22",87.3856338686888,10.5240830292286,3.2989027025896,3.92122322697375e-08,6.5842791337695e-06,"Significant"
"mhc2daa",18721.4169697879,2.35184651757807,0.469869612623973,4.0495853529492e-08,6.75508135684388e-06,"Significant"
"ba1l",30630.3223934557,2.07009275087652,0.414847881533126,4.10350538512039e-08,6.77337524945327e-06,"Significant"
"cldnk",73.2988995372949,10.2542529885865,3.24293419818444,4.11398062873518e-08,6.77337524945327e-06,"Significant"
"dlg1a",879.319162244823,1.75520155091321,0.351446722220619,4.15364664550484e-08,6.78019557319748e-06,"Significant"
"zmp:0000000845",501.963319268699,4.88044798781124,0.999563249385473,4.17160524322149e-08,6.78019557319748e-06,"Significant"
"egr1",4965.52527653662,2.82182912060268,0.573367108975327,4.37628859427138e-08,7.06756670750005e-06,"Significant"
"ppl",2860.48595078201,3.61593583555642,0.738605544041547,4.41429151559374e-08,7.0838203403721e-06,"Significant"
"cebpa",2425.76609651978,1.47491549925233,0.294309444001654,4.61261282633307e-08,7.35552190010535e-06,"Significant"
"ENSDARG00000105712",49.6114207091359,9.65451831886113,3.12250286127911,5.28183826995947e-08,8.3700630834264e-06,"Significant"
"malb",302.080747488271,6.77610480571565,1.41256958592435,5.76600286639122e-08,9.04942015074689e-06,"Significant"
"txnipa",28924.6515832168,1.28891342497678,0.262789117660431,5.78192097977123e-08,9.04942015074689e-06,"Significant"
"bik",326.803748901359,3.61210038278685,0.746518619113562,5.83665342483703e-08,9.07903972924803e-06,"Significant"
"retsatl",185.351543254623,3.69814184092701,0.766149715581588,5.95018025568111e-08,9.19919636480454e-06,"Significant"
"si:ch73-347e22.8",416.1262638939,12.81276097462,3.82681212160707,6.04730142834709e-08,9.29268652822669e-06,"Significant"
"sox3",374.013127803844,4.77401502214302,0.995012242006407,6.25752827711135e-08,9.55780900398544e-06,"Significant"
"mmp30",763.053066288185,4.17169208488576,0.869453928038654,6.65841031853259e-08,1.01092211752332e-05,"Significant"
"plekhs1.4",183.843381996604,7.27609029185701,1.51286034686161,6.77559707178671e-08,1.02259085568543e-05,"Significant"
"si:ch1073-263o8.2",272.557372413346,3.4284213982467,0.710999994476576,6.82484937834718e-08,1.02392932537274e-05,"Significant"
"mhc2dab",10221.455023991,3.33142225539289,0.690313969660174,7.08556232500849e-08,1.05679078088583e-05,"Significant"
"scinlb",2852.46056822429,1.92754777831215,0.393188513666728,7.2699891134149e-08,1.07795657292769e-05,"Significant"
"fosab",6804.69093543937,2.53089182759178,0.524986346391202,7.40212280312613e-08,1.08574922068304e-05,"Significant"
"ptgs2b",1258.97590927058,4.05038852389508,0.848091818158155,7.43302485347453e-08,1.08574922068304e-05,"Significant"
"si:ch73-329n5.2",472.534369717013,4.79574132891222,1.00741678404456,7.45101023067831e-08,1.08574922068304e-05,"Significant"
"si:dkey-229d11.3",256.516557215068,3.04394344142429,0.634256423744318,7.56902188674563e-08,1.09664314250535e-05,"Significant"
"aqp3a",9511.13926010788,3.28881862760681,0.687770550291846,8.39386629004488e-08,1.20924136240959e-05,"Significant"
"loc110437821",148.016958245472,3.85933094071116,0.812174487525242,8.96580922561921e-08,1.2843395079976e-05,"Significant"
"ccr6b",61.9373810348618,9.9556319068866,3.22568620726969,1.00659070588696e-07,1.43382625549235e-05,"Significant"
"si:ch211-76l23.4",920.184067462482,4.72751528725779,1.00829541925845,1.04056158694583e-07,1.47393514173249e-05,"Significant"
"si:ch211-217k17.10",2249.68903148941,3.84486985521043,0.8216247870516,1.22948319071796e-07,1.73186368336966e-05,"Significant"
"grhl3",589.320649880463,3.52647823605147,0.753729552780214,1.26665739037305e-07,1.77437006259164e-05,"Significant"
"egr3",346.119861531162,4.47861640115135,0.961582064916921,1.2819650538978e-07,1.78594637041641e-05,"Significant"
"foxc1b",907.681250376392,3.4469147209183,0.73721335318837,1.31457466798583e-07,1.82136834463283e-05,"Significant"
"nos2a",17244.4647051901,7.09364399533804,1.54573194727727,1.3262657958881e-07,1.82757985080124e-05,"Significant"
"pmaip1",1617.75734608465,2.88527823193637,0.616705721989413,1.39798823197589e-07,1.90987330929546e-05,"Significant"
"si:ch73-106l15.4",205.88862752166,3.49178208597818,0.74890024287454,1.40105082046521e-07,1.90987330929546e-05,"Significant"
"elf3",5889.74490580721,6.11202406414703,1.33279915160854,1.48525458835765e-07,2.00464015751814e-05,"Significant"
"spint2",6221.83509596995,3.3529683450817,0.72124415259314,1.48638276321597e-07,2.00464015751814e-05,"Significant"
"si:ch211-227m13.1",1710.45720928167,1.74491149379137,0.368449197720331,1.53624220221975e-07,2.06092174800432e-05,"Significant"
"zgc:92380",380.349452709988,3.2015429096771,0.690396428093456,1.60078993170265e-07,2.13621203780636e-05,"Significant"
"tnfrsf11b",996.379258527566,3.18967891642849,0.688371766600792,1.6806940256363e-07,2.23109932041928e-05,"Significant"
"egr2a",309.85197615777,3.59200023924419,0.780928042817648,1.8130378599219e-07,2.3695657184701e-05,"Significant"
"epgn",498.19316714359,4.30765242874535,0.939899334266933,1.79789653767003e-07,2.3695657184701e-05,"Significant"
"si:ch211-105j21.9",574.853211308591,2.24216572841422,0.481455352149812,1.81210446895009e-07,2.3695657184701e-05,"Significant"
"dusp2",743.658182908782,1.94559416115942,0.417001491545828,1.89029157038678e-07,2.44279655103833e-05,"Significant"
"ENSDARG00000116764",161.118214573626,7.29459874487927,1.59286375384145,1.88659641441489e-07,2.44279655103833e-05,"Significant"
"si:dkey-211g8.8",1262.87849287464,3.59942190895925,0.783371796212383,1.89797247310018e-07,2.44279655103833e-05,"Significant"
"thsd7ab",318.091972297381,-2.02991315458259,0.437007690566007,1.97128834369783e-07,2.52434424012416e-05,"Significant"
"si:dkey-30j10.5",971.979975793433,3.0932338504085,0.672363673459468,2.00337247010052e-07,2.55253813966828e-05,"Significant"
"si:ch73-237c6.1",1824.73373381922,1.78600830782556,0.381984455953866,2.02315195298496e-07,2.56485088839669e-05,"Significant"
"ENSDARG00000115761",137.688711745844,8.85669376261126,2.00507735757475,2.11605827495325e-07,2.66231223672382e-05,"Significant"
"si:ch211-217i17.1",55.2822810268756,7.64333965487643,1.71753325934341,2.13152981287689e-07,2.66231223672382e-05,"Significant"
"si:dkey-90l23.1",655.381658278111,2.69451261445398,0.58589030213152,2.12442063440221e-07,2.66231223672382e-05,"Significant"
"mpeg1.1",1294.16868919179,2.16547130968905,0.466804558363623,2.14527821873958e-07,2.6663494723599e-05,"Significant"
"ENSDARG00000102873",6446.00637239181,2.2206195224229,0.48027120230904,2.16339029222043e-07,2.67574443215849e-05,"Significant"
"si:dkeyp-1h4.6",3623.32204906334,3.38183698041343,0.740167232065757,2.23362987889252e-07,2.74920803783107e-05,"Significant"
"rnasel4",64.9026916654388,7.07911126150236,1.47669633798891,2.30195112644251e-07,2.81961211647101e-05,"Significant"
"ildr1a",1526.00586867017,3.83946544085107,0.845739857985537,2.34645866095402e-07,2.86031054560044e-05,"Significant"
"si:dkey-251i10.2",353.619468371385,5.74981646006131,1.27938362796219,2.38844282404125e-07,2.8975582681132e-05,"Significant"
"cldn3c",1719.9725632042,3.98712755459174,0.881731976775999,2.50198851136088e-07,3.0208532716931e-05,"Significant"
"rad54l",3505.54887156701,-1.21431022538195,0.257784595150351,2.73137876514661e-07,3.28218524124608e-05,"Significant"
"zp2.6",128.835661565442,6.28714919498231,1.39644574085393,2.7507640768429e-07,3.28988788529961e-05,"Significant"
"zgc:173856",133.24654894597,4.93669948283679,1.09763830831731,2.79229271107358e-07,3.32387707461364e-05,"Significant"
"rhag",1696.05299763835,1.94899002536397,0.423339547680025,2.82760434652531e-07,3.35018262645557e-05,"Significant"
"si:dkey-239b22.1",3989.5918182337,5.32703332179556,1.1941736058777,2.8580296300038e-07,3.37048098924401e-05,"Significant"
"si:dkey-71l4.4",514.22606027591,4.36654624503213,0.974085593445989,2.88380121464704e-07,3.38512869432294e-05,"Significant"
"slc38a5a",1107.27816044879,2.95264264934358,0.652615194189293,2.931908028119e-07,3.42573861995195e-05,"Significant"
"si:ch73-338o16.4",2088.71575527067,3.52557319035681,0.785412740976063,3.09266776938804e-07,3.5969996005887e-05,"Significant"
"abi3bpb",612.503466230099,2.57270158896834,0.570076678780394,3.28412501549078e-07,3.80223697569721e-05,"Significant"
"ENSDARG00000116809",41.6746645936381,9.28955955282616,3.14533798139992,3.39917384400315e-07,3.91754785521363e-05,"Significant"
"adgrg2b",310.674021112855,5.63169826317711,1.28051460896353,3.6900217793901e-07,4.23350688762154e-05,"Significant"
"si:ch211-226h8.11",63.250142457169,6.27822739969107,1.37212450933836,3.76535009196897e-07,4.30047079197627e-05,"Significant"
"srd5a2a",444.556596760174,2.09188725960232,0.465438952519597,3.94098948986725e-07,4.48088737738045e-05,"Significant"
"zgc:111868",305.462184599258,4.90097935512144,1.11686642827288,4.1412941438744e-07,4.68761218830069e-05,"Significant"
"klf2b",4206.57190482208,2.88162186331749,0.647400239546349,4.21237113216114e-07,4.7468742247087e-05,"Significant"
"zgc:77748",55.7160258406427,9.71473417962711,3.262631336891,4.24439662359328e-07,4.76179984031892e-05,"Significant"
"dapp1",313.705614847061,3.5411424949735,0.802214965145318,4.32758295656362e-07,4.82697652778068e-05,"Significant"
"tsc22d3",3642.81535385556,1.74003788581859,0.384741439459746,4.34056654834942e-07,4.82697652778068e-05,"Significant"
"sult5a1",1706.14313401213,3.58775632164195,0.814416561737359,4.39077547933023e-07,4.85519991255376e-05,"Significant"
"zgc:171474",151.086737434643,4.76708438294967,1.08653954556537,4.40424365958337e-07,4.85519991255376e-05,"Significant"
